Case UPC,Item UPC,Client,Pack / Size / UOM,Item Description,DBW Group,Primary PG,Secondary DBW Group,Units to Cases - (Case Count)
1,1,JMSMUC,12 / 11 / OZ,SM CIDR APPLE BUTTER,LP400237,SM CIDER APPLE BTR 11 OZ,FHS SM,12
26,26,JMSMUC,12 / 11.75 / OZ,SMCKR STRWBR TOPPING,LP400224,SM PB SPOONABLE,FHS SM,12
774,774,JMSMUC,200 / 0.5 / OZ,SMUCKER ASSRTMNT PLSTC,LP401802,SM JAM/JELLY/PRSRV/HONEY .05 O,FHS SM,200
82245,82245,JMSMUC,10 / 2.9 / OZ,MKB HOL 12 DAY TRT CALDR,LP403735,MKB ALT RWHD 13.2-19.2 OZ,PET MKB,10
82457,82457,JMSMUC,6 / 80 / OZ,ADAMS CREAMY PBTR,LP401643,ADAMS NAT P BUT 6/80 OZ,FHS SM,6
52224,52224,JMSMUC,12 / 13 / OZ,9 L MEATY PATE BEEF DNNR,,9L CAN 13 OZ,,12
82587,82587,JMSMUC,6 / 26 / OZ,SM CRMY NAT PNT BTR TWIN,LP402462,SM NAT PB 26 OZ,FHS SM,6
82589,82589,JMSMUC,6 / 26 / OZ,SM CHNKY NAT PNT BTR TWIN,LP402462,SM NAT PB 26 OZ,FHS SM,6
82738,82738,JMSMUC,4 / 3 / LB,MEOW MIX GRVY BURSTS CHKN,LP404521,MM GRAVY BURST CK/SALM 4/3 LB,PET MM,4
82861,82861,JMSMUC,4 / 7.76 / OZ,BS MEDIUM RST 22 CT KCUP,LP404719,CAFE BUSTELO K CUP 22 CT,COFFEE BS,4
83007,83007,JMSMUC,6 / 22 / OZ,MKB PEEPS MRSHMLW SM BISC,LP404475,DISPLAY ONLY ITEMS,PET MKB,6
83052,83052,JMSMUC,4 / 38 / OZ,PUP-PERONI ORIGINAL BEEF,LP403513,PP DOG SNCKS 38 OZ,PET PP,4
83053,83053,JMSMUC,4 / 38 / OZ,PUP-PERONI LEAN BEEF FLV,LP403513,PP DOG SNCKS 38 OZ,PET PP,4
52729,52729,JMSMUC,12 / 2.1 / OZ,9 LIVES CRUNCHY CHCKN TRK,,9L SNCKS 2.1 OZ,,12
83085,83085,JMSMUC,4 / 8.14 / OZ,BS LIGHT RST 22 CT KCUP,LP404719,CAFE BUSTELO K CUP 22 CT,COFFEE BS,4
83120,51021,JMSMUC,48 / 1 / EA,PUP-PERONI BEEF FLSTND,LP401909,PET SHIPPERS/DISPLAY/PALLETS,PET PP,48
83125,83125,JMSMUC,4 / 3 / LB,MM TC BB BF SM DCF,LP403688,MM DRY SML BAG 3.05- 3.15 LB,PET MM,4
83482,83482,JMSMUC,1 / 13.5 / LB,MM TC BB BF SM DCF,LP403689,MM TC DRY LARGE BAG 13.5 OZ,PET MM,1
83623,83623,JMSMUC,4 / 22.5 / OZ,PP ORIG BEEF MINIS,LP400450,PP DOG SNCK SFT CHWY 22.5-25 O,PET PP,4
83624,83624,JMSMUC,4 / 22.5 / OZ,PP TRIPLE MEAT LVRS FLVR,LP400450,PP DOG SNCK SFT CHWY 22.5-25 O,PET PP,4
83625,83625,JMSMUC,4 / 22.5 / OZ,PP TRIPLE STEAK,LP400450,PP DOG SNCK SFT CHWY 22.5-25 O,PET PP,4
83626,83626,JMSMUC,4 / 22.5 / OZ,PUP-PERONI PRM RIB FLAVOR,LP400450,PP DOG SNCK SFT CHWY 22.5-25 O,PET PP,4
83627,83627,JMSMUC,4 / 22.5 / OZ,PP FILET MIGNON & BACON,LP400450,PP DOG SNCK SFT CHWY 22.5-25 O,PET PP,4
83628,83628,JMSMUC,4 / 22.5 / OZ,PP W/REAL BEEF BRISKET,LP400450,PP DOG SNCK SFT CHWY 22.5-25 O,PET PP,4
780,780,JMSMUC,12 / 16 / OZ,KBF STRAWBERRY PRES,LP401041,KB FRUIT SPREAD 14-16 OZ,PET PP,12
83629,83629,JMSMUC,4 / 22.5 / OZ,PUP-PERONI W/REAL SAUSAGE,LP400450,PP DOG SNCK SFT CHWY 22.5-25 O,PET PP,4
83630,83630,JMSMUC,4 / 22.5 / OZ,PUP-PERONI BEEF DOG TREAT,LP400450,PP DOG SNCK SFT CHWY 22.5-25 O,PET PP,4
83631,83631,JMSMUC,4 / 22.5 / OZ,PUP-PERONI LEAN BEEF,LP400450,PP DOG SNCK SFT CHWY 22.5-25 O,PET PP,4
83632,83632,JMSMUC,4 / 22.5 / OZ,PUP-PERONI BACON,LP400450,PP DOG SNCK SFT CHWY 22.5-25 O,PET PP,4
83679,83679,JMSMUC,4 / 35 / OZ,PP W/REAL BEEF BRISKET,LP400468,PP DOG SNCKS 35 OZ,PET PP,4
83680,83680,JMSMUC,4 / 35 / OZ,PP ORIGINAL BEEF FLV,LP400468,PP DOG SNCKS 35 OZ,PET PP,4
83681,83681,JMSMUC,4 / 35 / OZ,PUP-PERONI LEAN BEEF FLV,LP400468,PP DOG SNCKS 35 OZ,PET PP,4
83682,83682,JMSMUC,4 / 35 / OZ,PP PRIME RIB FLAVOR,LP400468,PP DOG SNCKS 35 OZ,PET PP,4
83683,83683,JMSMUC,4 / 35 / OZ,PP TRIPLE STEAK FLAVOR,LP400468,PP DOG SNCKS 35 OZ,PET PP,4
83702,,JMSMUC,32 / 5.6 / OZ,MKB PP S&C DOG TREAT DS,LP403750,PET SHIPPERS/DISPLAY/PALLETS,PET MKB,32
795,795,JMSMUC,200 / 0.5 / OZ,SMUCKERS ASST 3 PLASTIC,LP400219,SM JAM/JELLY/PRSRV/HONEY .05 O,FHS SM,200
84479,84479,JMSMUC,12 / 20 / OZ,SMUCKER SQZ APPLE CINNM,,SM SQUEEZE 17-20 OZ,FHS SM,12
48101,48101,JMSMUC,2 / 1000 / EA,BR RCKLN CP CMM CFF FLTRS,,BR CUPS 1000 CT,,2
59154,,JMSMUC,48 / 1 / EA,BUSTELO ESPRS 10 K-CUP SH,LP404696,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE BS,48
85037,85037,JMSMUC,6 / 2.8 / OZ,FOLGRS CLSSC RST 10CT KCP,LP404476,FG KCUP 10 CT,COFFEE FG,6
85154,85154,JMSMUC,12 / 4.5 / OZ,CCO SPOOKY COOKIE,LP404771,MKB HOLIDAY,PET MKB,12
85202,85202,JMSMUC,30 / 0.9 / OZ,FLGRS CAFF CLASSIC ROAST,LP401346,FG KCUPS 24 CT,COFFEE FG,30
85550,85550,JMSMUC,6 / 9.6 / OZ,FG BTRY CRML R&G CFFE,LP401319,FG GROUND 23 OZ,COFFEE FG,6
85681,85681,JMSMUC,6 / 3.5 / OZ,BS DUL DE LEC 10 CT KCUP,LP404720,CAFE BUSTELO K CUP 10 CT,COFFEE BS,6
11200,,JMSMUC,24 / 10 / OZ,CAFE BUSTELO CAN FS,LP401604,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE BS,24
85977,27359,JMSMUC,20 / 2.85 / OZ,MKB ADVNET CALENDAR DS,LP403896,PET SHIPPERS/DISPLAY/PALLETS,PET MKB,20
810,810,JMSMUC,4 / 6 / OZ,MB GD MRNNG TOTAL WLLNSS,,MKB GOOD MRNNG 6 OZ,PET MKB,4
86443,83007,JMSMUC,16 / 22 / OZ,MILK-BONE PEEPS SPRING FS,,PET SHIPPERS/DISPLAY/PALLETS,PET MKB,16
86673,16346,JMSMUC,12 / 2.75 / OZ,MM PATE TNA & SLMN WCF,LP400851,MM WET SNGLS 2.75 OZ,PET MM,12
86688,86688,JMSMUC,6 / 11 / OZ,MKB FLV ROLLS CHICK DT,LP403779,MKB TRAIL MIX 8 - 9 OZ,PET MKB,6
86744,86744,JMSMUC,12 / 16 / OZ,SM NATURAL PEANUT BUTTER,LP400209,SM NAT PB 16 OZ,FHS SM,12
87328,87328,JMSMUC,6 / 3.1 / OZ,FLGRS CLMBN DECF 10CT KCP,LP404476,FG SMPL SMTH CAN 23 OZ,COFFEE FG,6
87953,43216,JMSMUC,6 / 10 / OZ,MILK-BONE STKD MOL PB DT,LP403386,MKB TRAIL MIX 8 - 9 OZ,PET MKB,6
87963,90135,JMSMUC,2 / 36 / OZ,MKB FLVSNCK BDAY TIN,LP403022,MKB FLAV MINI BISCUITS 36-40 O,PET MKB,2
88251,88251,JMSMUC,5 / 19.6 / OZ,MKB BC FRESH SM/MD,LP402129,MILK BONE 5/19.6 OZ,PET MKB,5
88252,88252,JMSMUC,5 / 24.2 / OZ,MKB BC FRESH LARGE,LP402129,MKB SOFT CHWY 3.7 OZ,PET MKB,5
88256,88256,JMSMUC,5 / 18.9 / OZ,MKB BC FRSH MINI,LP402129,MKB DENTAL18.9-24.2 OZ,PET MKB,5
842,842,JMSMUC,6 / 3.7 / OZ,DN GR SMORES 10 CT K-CUP,LP403656,DN KCUP 10 CT,COFFEE DN,6
88257,88257,JMSMUC,5 / 7.1 / OZ,MKB BC FRESH S/M RETAIL,LP402132,MKB DENTAL 7.1-8.1 OZ,PET MKB,5
88301,88301,JMSMUC,9 / 36 / OZ,SMUCKERS RED RASP TWIN PK,LP402366,SM JAM/JELLY/PRSRV TP 36 OZ,FHS SM,9
88309,88309,JMSMUC,4 / 14.8 / OZ,MKB FLV TWST BCN ST DT,LP402155,MKB FARMERS MEDLEY 12 OZ,PET MKB,4
88582,88582,JMSMUC,6 / 4.5 / OZ,CCO CHKN NGT DOG TREAT,LP401541,CANINE CARRY OUTS 6/4.5-4.7 OZ,PET CCO,6
88726,88726,JMSMUC,5 / 7 / OZ,MKB HNY FLV PB DIP DG TRT,LP403787,MKB PILL POUCH 6 - 7.6 OZ,PET MKB,5
89634,89634,JMSMUC,4 / 11.85 / OZ,FG BRKFSBLND 48 CT K-CUP,LP402010,FG KCUP 48 CT,COFFEE FG,4
89746,89746,JMSMUC,1 / 16.93 / OZ,FG CLAS RST 60 CT K-CUP,LP402699,FG KCUPS 60 CT,COFFEE FG,1
89833,44153,JMSMUC,12 / 2.75 / OZ,MM CNK N GRVY TN SLM,LP400851,MM WET SNGLS 2.75 OZ,PET MM,12
90007,90007,JMSMUC,12 / 0.42 / OZ,FG NOIR GLDN DSK 6STICK,LP402406,FG INSTANT STICKS 12/.4-0.5 OZ,COFFEE FG,12
90011,90011,JMSMUC,10 / 5.6 / OZ,MB SFY CHWY BF FILET MGNN,LP400903,MKB SOFT CHWY 5.6 OZ,PET MKB,10
76368,52000,JMSMUC,60 / 4.5 / OZ,CANINE CARRY OUTS BEEF FS,LP403271,PET SHIPPERS/DISPLAY/PALLETS,PET CCO,60
90135,90135,JMSMUC,3 / 36 / OZ,MKB FLVR SNKS BDAY TIN,LP403022,MKB CELEBRATE FLV SNCK TIN 36O,PET MKB,3
95263,,JMSMUC,60 / 4.5 / OZ,CCO DOG TREAT DISPLAY,LP403335,PET SHIPPERS/DISPLAY/PALLETS,PET CCO,60
90202,90202,JMSMUC,12 / 24 / OZ,MILK BONE ORIG SMALL DOG,LP400870,MKB BISCUITS HIGH TIER 16-24 O,PET MKB,12
90206,90206,JMSMUC,12 / 16 / OZ,MILK-BONE ORGL PUPPY BISC,LP400870,MKB GIFT BOX 11.3 OZ,PET MKB,12
90207,90207,JMSMUC,12 / 10 / OZ,MILK BONE TRTS MRO-SNCKS,LP400961,MKB MARO SNCKS 10 OZ,PET MKB,12
90212,90212,JMSMUC,10 / 5.6 / OZ,MB SOFT AND CHEWY CHICKEN,LP400903,MKB SOFT CHWY 5.6 OZ,PET MKB,10
90237,90237,JMSMUC,12 / 24 / OZ,MILK BONE ORIGINAL SMALL,LP403690,MKB BISCUITS HIGH TIER 16-24 O,PET MKB,12
11104,,JMSMUC,270 / 1 / EA,CCO DUMP BIN CH/BF/BC DS,LP404845,PET SHIPPERS/DISPLAY/PALLETS,PET CCO,270
90537,90537,JMSMUC,4 / 7.76 / OZ,BS DUL DE LEC 22 CT KCUP,LP404719,CAFE BUSTELO K CUP 22 CT,COFFEE BS,4
90574,90574,JMSMUC,1 / 14.2 / LB,MM KITTEN LARGE BAG,LP400864,MM DRY LRG BAG 12-16 OZ,PET MM,1
966,966,JMSMUC,6 / 3.7 / OZ,DN CRML ME CRAZY 10 K-CUP,LP401400,DN KCUP 10 CT,COFFEE DN,6
90581,83881,JMSMUC,12 / 2.75 / OZ,MM PATE CKN & BF WCF,LP400851,MM WET SNGLS 2.75 OZ,PET MM,12
90903,,JMSMUC,48 / 1 / EA,FG 10CT KCUP MX FSTD,LP404699,FG KCUP 48 CT,COFFEE FG,48
90936,90936,JMSMUC,5 / 2.7 / OZ,MM GRAVY BURST CHKN TREAT,,MM TREATS SMALL BAG,PET MM,5
91480,91480,JMSMUC,12 / 11 / OZ,BUSTELO CAF CN LEC SS RTD,LP404922,BS CAFE READY TO DRNK 12/11 OZ,COFFEE BS,12
91583,91583,JMSMUC,3 / 10.9 / OZ,MKB GNWBNS PB LRG BN,LP402157,MKB ROLL 11 OZ,PET MKB,3
81126,12964,JMSMUC,60 / 4.5 / OZ,CCO HOLIDAY COOKIE FS,LP404875,PET SHIPPERS/DISPLAY/PALLETS,PET CCO,60
26749,85154,JMSMUC,60 / 4.5 / OZ,CCO SPOOKY COOKIES FS,LP404854,PET SHIPPERS/DISPLAY/PALLETS,PET CCO,60
80755,8069,JMSMUC,60 / 4.5 / OZ,CCO SUM SCOOPS DS,LP404782,PET SHIPPERS/DISPLAY/PALLETS,PET CCO,60
92501,92501,JMSMUC,1 / 10 / LB,MKB MEDIUM DOG BISCUIT,LP400966,MKB BISCUITS 10 LB,PET MKB,1
92502,92502,JMSMUC,1 / 10 / LB,MKB LARGE DOG BISCUIT,LP400966,MKB BISCUITS 10 LB,PET MKB,1
967,967,JMSMUC,6 / 3.7 / OZ,DN CINNAMANIA 10 CT K-CUP,LP401400,DN KCUP 10 CT,COFFEE DN,6
92504,92504,JMSMUC,1 / 7 / LB,MILK BONE SMLL FLVR SNCK,LP400896,MKB FLAV BISCUITS 7 LB,PET MKB,1
92595,51410,JMSMUC,6 / 24 / OZ,MILK BONE ORIG MEDIUM DOG,LP400870,MKB BISCUITS HIGH TIER 16-24 O,PET MKB,6
50209,10927,JMSMUC,60 / 4.5 / OZ,CCO VAL CUPID COOKIE FS,LP404577,PET SHIPPERS/DISPLAY/PALLETS,PET CCO,60
61053,61053,JMSMUC,4 / 8 / LB,DCKNSN BLKBRY PRSRV BULK,,DICKINSON PRSRV 8 LB,,4
21118,21118,JMSMUC,200 / 0.5 / OZ,DCKNSN ORNG MRML PLSTC PC,,DICKINSON PRSRV .5 OZ,,200
93195,93195,JMSMUC,4 / 30 / OZ,MILK-BONE STKD MOL PB DT,LP403387,MKB MARO SNCKS 24 OZ,PET MKB,4
93312,93312,JMSMUC,6 / 12 / OZ,FG 1850 EXPEDITION BLND,LP403838,FG GROUND 9.6 OZ,COFFEE FG,6
93451,93451,JMSMUC,4 / 5.92 / OZ,FG BRKFST BLD 24 CT K-CUP,LP402009,FG PAPER C UPS 12 OZ,COFFEE FG,4
94203,94203,JMSMUC,12 / 19 / OZ,MILK BONE GRVY BN SML/MED,LP400940,MKB GRVY BN SM-MD 19 OZ,PET MKB,12
94455,94455,JMSMUC,6 / 8 / OZ,FG CAF BLK SLK INSTANT,,FG INSTANT 7-8 OZ,COFFEE FG,6
970,970,JMSMUC,6 / 3.7 / OZ,DN COLOMBIAN 10 CT K-CUP,LP401400,DN KCUP 10 CT,COFFEE DN,6
94528,94528,JMSMUC,6 / 11 / OZ,BS MEDIUM R&G CFFE PPK,LP404693,BS COFFEE PPK 6/11 OZ,COFFEE BS,6
94545,94545,JMSMUC,4 / 10 / OZ,MKB GB VAN YOGURT DIPD,LP404777,MKB DIPPED SNCKS 8-12 OZ,PET MKB,4
21119,21119,JMSMUC,200 / 0.5 / OZ,DCKNSN RD RSP PRSRV PL PC,,DICKINSON PRSRV .5 OZ,,200
94892,94892,JMSMUC,4 / 30 / OZ,MKB PP MASH UP BEEF DT,LP403545,MKB MARO SNCKS 24 OZ,PET MKB,4
3005,3005,JMSMUC,6 / 8 / OZ,DICKINSON SF RASPBERRY PRESRV,,DICKINSON PRSRV 8 OZ,,6
95766,30407,JMSMUC,108 / 25.9 / OZ,FOLGERS CLSC VERT HLF PLT,LP403638,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE FG,108
670,,JMSMUC,48 / 10 / EA,DN 10CT KCUP MXD FS,LP401436,COFF SHIPPERS/DISPLAYS/PALLETS,,48
96599,66627,JMSMUC,2 / 66 / OZ,MEOW MIX PTE S&T VAR 24PK,LP400853,MM WET VP 24 CT 2.75 OZ,PET MM,2
96752,96752,JMSMUC,1 / 7 / LB,MKB GRAVY BONE MED DG TRT,LP400896,MKB FLAV BISCUITS 7 LB,PET MKB,1
97810,80150,JMSMUC,16 / 2.9 / OZ,MKB VAN DIP CELB XL BISC,LP403605,MILK BONE 16/2.9 OZ,PET MKB,16
46,46,JMSMUC,6 / 12 / OZ,DD CAFF GRN ORG BLN,LP401419,DN PPK BAG FLVRD 11 OZ,COFFEE DN,6
988,988,JMSMUC,6 / 8.46 / OZ,DUNKIN COLD BREW,LP401391,DN COLD BREW 2 CT 8.46 OZ,COFFEE DN,6
97904,97904,JMSMUC,10 / 12 / OZ,CCO SNG IAB BF&CH,LP401555,CCO SNCKS 12 OZ,PET CCO,10
97968,97968,JMSMUC,3 / 19.2 / OZ,FG BLACK SILK DG,LP401934,FG DG 19.2 OZ,COFFEE FG,3
98154,98154,JMSMUC,6 / 16 / OZ,FLGRS BRTRY CRML INST LTT,LP403839,FG LATTE INSTNT 16 OZ,COFFEE FG,6
98181,98181,JMSMUC,6 / 9.6 / OZ,FG FRNCH VAN R&G CFFE,LP401319,FG GROUND 9.6 OZ,COFFEE FG,6
99048,52969,JMSMUC,5 / 12 / OZ,MM IRR SOFT SLMN C TREAT,LP400830,MM TREATS LARGE BAG 12 OZ,PET MM,5
99049,52970,JMSMUC,5 / 12 / OZ,MM IRR SOFT WHTMT CHKN,LP400830,MM TREATS LARGE BAG 12 OZ,PET MM,5
99069,99069,JMSMUC,1 / 11 / LB,MKB ORIG MED BSCT DOG TRT,LP400960,MKB BISCUITS 10 LB,PET MKB,1
99070,99070,JMSMUC,1 / 11 / LB,MKB ORIG LRG BSCT DOG TRT,LP400960,MKB BISCUITS 10 LB,PET MKB,1
99074,90237,JMSMUC,6 / 24 / OZ,MKB FS SMMD BSCT,LP403690,MKB GRN FR BISCUITS 22 OZ,PET MKB,6
99075,90202,JMSMUC,6 / 24 / OZ,MKB ORGL SM BSCT,LP400870,MKB BISCUIT PAIL 24 OZ,PET MKB,6
1014,1014,JMSMUC,30 / 2 / OZ,BUSTELO REG FRACTION,,BS FP 2 OZ,COFFEE BS,30
99076,51410,JMSMUC,5 / 24 / OZ,MKB ORGL MED BISCUIT,LP400870,MKB SOFT CHWY 3.7 OZ,PET MKB,5
99077,90206,JMSMUC,6 / 16 / OZ,MILK-BONE ORGL PPY BSCT,LP400870,MKB ORG MINI BISCUITS 15 OZ,PET MKB,6
99085,51613,JMSMUC,3 / 60 / OZ,MILK-BONE LG FLV SNCK,LP400899,MKB FLAV BISCUITS 60 OZ,PET MKB,3
99086,51899,JMSMUC,3 / 60 / OZ,MKB GRAVY BONES SMALL,LP400899,MKB FLAV BISCUITS 60 OZ,PET MKB,3
99087,82239,JMSMUC,3 / 60 / OZ,MKB FLVR SNACKS SM/MED,LP400899,MKB FLAV BISCUITS 60 OZ,PET MKB,3
99129,99129,JMSMUC,2 / 40 / OZ,MKB MARO PBTR SEASONAL DT,LP403776,MKB MARO SNCKS 40 OZ,PET MKB,2
99184,99184,JMSMUC,2 / 40 / OZ,MKB BACON MARO DG TRT,LP400911,MKB MARO SNCKS 40 OZ,PET MKB,2
99266,99266,JMSMUC,6 / 8 / EA,JIF TO GO NAT PBTR,LP403891,JF TO GO 8.8 OZ,FHS JF,6
99303,,JMSMUC,48 / 5.6 / OZ,PUP-PERONI BF/LEAN BF DS,LP400461,PET SHIPPERS/DISPLAY/PALLETS,PET PP,48
99376,99376,JMSMUC,8 / 5.6 / OZ,PP ORIG BEEF MINIS,LP400460,PP ROUND SNCKS 5 OZ,PET PP,8
1035,988,JMSMUC,36 / 8.46 / OZ,DUNKIN COLD BREW FS,LP401390,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE DN,36
99417,99417,JMSMUC,4 / 30 / OZ,MKB FM GF TRKY PUMP BISC,LP402538,MKB MARO SNCKS 24 OZ,PET MKB,4
99904,99904,JMSMUC,10 / 3.7 / OZ,MKB S&C BF MINI DG TRT,LP403725,MKB SOFT CHWY 4.5 OZ,PET MKB,10
1094,1094,JMSMUC,4 / 11.86 / OZ,DUNKIN ORGL 32 CT K-CUP,LP401431,DN KCUP 32 CT,COFFEE DN,4
01102A,1102,JMSMUC,4 / 30 / OZ,DUNKIN  ORIGINAL CANISTER,LP402014,DN CANISTER 30 OZ,COFFEE DN,4
01102B,1102,JMSMUC,12 / 3.5 / OZ,BUSTELO  INSTANT,LP401588,BS INSTANT 3.5 OZ,COFFEE BS,12
1105,1105,JMSMUC,12 / 3.5 / OZ,BUSTELO  DECAF INSTANT,LP401589,BS INSTANT 3.5 OZ,COFFEE BS,12
1118,1102,JMSMUC,36 / 30 / OZ,DN ORIG BLND QTR PLT,LP402091,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE DN,36
1121,1108,JMSMUC,36 / 7.05 / OZ,CAFE BUSTELO INSTANT FS,LP402151,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE BS,36
1189,1094,JMSMUC,27 / 11.86 / OZ,DUNKIN ORGL 32 CT KCUP FS,LP402154,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE DN,27
47,47,JMSMUC,6 / 12 / OZ,DN CAF GR FRENCH VANILLA,LP401419,DN PPK BAG FLVRD 11 OZ,COFFEE DN,6
1228,1228,JMSMUC,12 / 18 / OZ,SM SDL RED RASPBERRY JAM,LP400201,SM GOOBER 18 OZ,FHS SM,12
1229,1229,JMSMUC,12 / 18 / OZ,SKMRS JAM SEEDLESS STRBRY,LP403446,SM GOOBER 18 OZ,FHS SM,12
1249,1249,JMSMUC,12 / 32 / OZ,SMCKR GRAPE JAM,LP400159,SM JAM/JELLY/PRSRV 32 OZ,FHS SM,12
1260,1260,JMSMUC,6 / 5.1 / OZ,DN HOT COCOA 10 CT K-CUP,LP402571,DN KCUP 10 CT,COFFEE DN,6
1266,1260,JMSMUC,48 / 5.1 / OZ,DN HOT COCOA 10CT KCUP FS,LP402704,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE DN,48
1267,1267,JMSMUC,4 / 8.14 / OZ,DUNKIN ORGNL 22 CT K-CUP,LP402555,DN KCUP 22 CT,COFFEE DN,4
1268,1268,JMSMUC,4 / 8.14 / OZ,DUNKIN FR VAN 22 CT K-CUP,LP402555,DN KCUP 22 CT,COFFEE DN,4
1269,1269,JMSMUC,4 / 8.14 / OZ,DN DEC ORGNL 22 CT K-CUP,LP402555,DN KCUP 22 CT,COFFEE DN,4
1270,1270,JMSMUC,4 / 8.14 / OZ,DUNKIN HZLNUT 22 CT K-CUP,LP402555,DN KCUP 22 CT,COFFEE DN,4
1271,1271,JMSMUC,4 / 8.14 / OZ,DUNKIN PUM SP 22 CT K-CUP,LP402984,DN KCUP 22 CT,COFFEE DN,4
00048A,48,JMSMUC,6 / 12 / OZ,DN DECAF GR ORGNL BLEND,LP401419,DN PPK BAG FLVRD 11 OZ,COFFEE DN,6
1277,1277,JMSMUC,4 / 8.14 / OZ,DN CRML ME CRAZY 22 K-CUP,LP402555,DN KCUP 22 CT,COFFEE DN,4
1279,1279,JMSMUC,4 / 7.76 / OZ,DN MIDNIGHT 22 CT K-CUP,LP402555,DN KCUP 22 CT,COFFEE DN,4
1280,1280,JMSMUC,4 / 16.29 / OZ,DN ORG BLD 44 CT K-CUP,LP402814,DN KCUP 44 CT,COFFEE DN,4
1282,1282,JMSMUC,6 / 3.7 / OZ,DN ESPRSO STYLE 10 K-CUP,LP401400,DN KCUP 10 CT,COFFEE DN,6
1283,1283,JMSMUC,4 / 8.14 / OZ,DN ESPRSO STYLE 22 K-CUP,LP402964,DN KCUP 22 CT,COFFEE DN,4
1286,1286,JMSMUC,6 / 10 / OZ,DUNKIN ESPRESSO STYLE R&G,,DN PPK BAG FLVRD 11 OZ,COFFEE DN,6
1292,1292,JMSMUC,4 / 27.5 / OZ,DUNKIN COLOMBIAN CANISTER,LP402014,DN CANISTER 30 OZ,COFFEE DN,4
1293,1293,JMSMUC,4 / 30 / OZ,DN DEC ORIGINAL CANISTER,LP402014,DN CANISTER 30 OZ,COFFEE DN,4
1294,1294,JMSMUC,6 / 20 / OZ,DUNKIN CAF GR HAZLENUT,LP401405,DN PPK BAG 18.4-20 OZ,COFFEE DN,6
1424,1424,JMSMUC,6 / 3.5 / OZ,DN WHT CH PMINT 10CT KCUP,LP403013,DN KCUP 10 CT,COFFEE DN,6
00048B,48,JMSMUC,12 / 11.75 / OZ,SMUCKER HOT FDG TOPPING,LP400224,SM PB SPOONABLE,FHS SM,12
1425,1425,JMSMUC,4 / 7.76 / OZ,DN WHT CH PMINT 22CT KCUP,LP403014,DN KCUP 22 CT,COFFEE DN,4
1437,,JMSMUC,315 / 1 / EA,DN MIXED VRTCL HALF PLT,LP403043,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE DN,315
1439,,JMSMUC,48 / 1 / EA,DN KCUP PPK PMPKN FS,LP403044,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE DN,48
1475,,JMSMUC,92 / 1 / EA,DN ORIG PPK/KCUP QTR PLT,LP403096,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE DN,92
1477,1477,JMSMUC,6 / 3.7 / OZ,DN FLN FOR MPL 10CT K-CUP,LP403205,DN KCUP 10 CT,COFFEE DN,6
1478,1478,JMSMUC,4 / 8.14 / OZ,DN FLN FOR MPL 22CT K-CUP,LP403208,DN KCUP 22 CT,COFFEE DN,4
1479,1479,JMSMUC,6 / 3.5 / OZ,DN TURTLE LOVE 10CT K-CUP,LP401400,DN KCUP 10 CT,COFFEE DN,6
1480,1480,JMSMUC,4 / 7.76 / OZ,DN TURTLE LOVE 22CT K-CUP,LP402555,DN KCUP 22 CT,COFFEE DN,4
1481,1481,JMSMUC,6 / 11 / OZ,DUNKIN TURTLE LOVE PPK,LP401419,DN PPK BAG FLVRD 11 OZ,COFFEE DN,6
1483,1483,JMSMUC,4 / 1.7 / OZ,DUNKIN ESPRESSO CAPS 10CT,LP403204,DN ESPRESSO CAPS 10 CT 1.7 OZ,COFFEE DN,4
49,49,JMSMUC,6 / 12 / OZ,DUNKIN CAF GR HAZELNUT,LP401419,DN PPK BAG FLVRD 11 OZ,COFFEE DN,6
1488,1488,JMSMUC,6 / 11 / OZ,DN FALLING FOR MAPLE PPK,LP403211,DN PPK BAG FLVRD 11 OZ,COFFEE DN,6
1491,1491,JMSMUC,6 / 3.7 / OZ,DN BLUEBRYMUF 10CT K-CUP,LP403425,DN KCUP 10 CT,COFFEE DN,6
1492,1492,JMSMUC,4 / 8.14 / OZ,DN BLUEBRYMUF 22 CT K-CUP,LP403426,DN KCUP 22 CT,COFFEE DN,4
1493,1493,JMSMUC,6 / 3.5 / OZ,DN CHOC CVR STRW 10 K-CUP,LP403427,DN KCUP 10 CT,COFFEE DN,6
1494,1494,JMSMUC,4 / 7.76 / OZ,DN CHOC CVR STRW 22 K-CUP,LP403428,DN KCUP 22 CT,COFFEE DN,4
1495,1495,JMSMUC,6 / 11 / OZ,DUNKIN CHOC CVR STRW BAG,LP403414,DN PPK BAG FLVRD 11 OZ,COFFEE DN,6
1496,1496,JMSMUC,6 / 11 / OZ,DUNKIN BLUEBRYMUF BAG,LP403415,DN PPK BAG FLVRD 11 OZ,COFFEE DN,6
